10.7697,8.0024,-6.4632,-8.7507,-3.1200,-3.3281,-0.3401,-0.4532,-3.5831,9.8714,-3.8701,9.8116,6.3269,-5.7037,-7.0507,-1.1341,-3.5229,8.2707,-8.3447,-0.7883,8.1070,-1.0811,7.6655,-5.2090,-4.9884,3.2869,-2.0120,-2.0824,3.2818,5.2999,9.7037,-3.3753,4.4809,-6.5440,7.2789,7.2558,-9.8283,-9.3225,8.4457,1.3112,-2.7714,0.5231,0.7495,-8.3823,-8.8628,5.6312,-3.7710,-0.2919,-2.3239,7.0175,-0.6590,-0.4125,-1.1966,-8.6993,-0.7111,5.7551,7.9621,9.8574,9.7031,-4.8138,-0.0876,4.1432,-9.4618,6.3364,4.3959,-7.2144,-8.1793,8.8241,-2.7401,4.2563,1.5278,-4.4335,5.1197,-8.2328,4.0856,2.5384,-6.6693,-0.8616,4.1347,-5.6828,-7.7925,2.8792,6.4072,7.8470,0.4785,6.0859,-2.4538,-8.6992,7.6069,9.3576,-5.2396,5.7558,-3.9241,9.6844,1.9919,0.1654,-0.8241,-2.4775,-7.0006,-8.0658,-5.3271,7.8968,-7.1610,-2.3042,0.5899,-7.3429,-4.0609,4.9592,-9.1942,5.4458,7.4008,-6.5442,6.0948,2.3949,-2.4993,-9.2764,4.6509,5.9054,0.7910,5.3649,6.3530,-6.1924,-8.2314,7.6848,-3.2005,5.6105,-9.3792,-9.2969,-8.2692,7.1867,-1.1701,7.0424,-8.7963,1.4041,-7.4761,-7.0544,-4.0318,-3.8341,-1.9758,2.6562,8.6650,2.6579,-7.7142,0.2139,-6.6276,-3.7055,-8.7657,-0.4424,3.2207,-5.4219,8.9001,7.3903,9.5924,2.7026,-5.4696,8.5464,5.9162,3.8357,-3.6628,6.3476,5.2935,2.3306,-1.9108,1.1640,8.3338,-9.0673,2.0054,-0.8821,6.3856,-6.8000,-7.2298,5.8021,-2.1216,-3.0943,4.6508,4.4462,8.5191,4.4337,-8.3627,-4.0207,5.6721,-3.7568,7.2936,-9.5671,-2.3265,-9.0434,4.4408,6.0725,8.0915,-4.7791,2.4148,-2.4391,7.7498,9.1368,-9.6608,5.3020,7.2090,-3.5494,-5.2787,-3.9705
2.3820,-0.2455,6.5177,0.6454,-4.8492,5.1689,3.5718,2.0015,-1.4092,-8.6813,3.6317,-5.0523,-7.0569,6.7059,9.8604,8.1003,4.3729,3.1145,3.6533,-8.2228,-6.6618,-2.4951,1.5266,6.0915,-2.1014,1.4577,1.8708,-4.8820,8.2783,-5.0444,-8.0347,-6.9661,-6.8615,1.7082,-7.7132,-8.8687,7.3695,-7.4706,-2.3277,-8.3478,-4.3363,4.1499,-3.3685,-8.6255,-5.6485,9.0358,-8.4019,6.9761,-9.3913,-6.5293,-6.8790,3.6120,-7.5809,-0.0871,4.6796,4.7796,-4.3925,-9.4436,1.0498,-1.6378,2.6957,-8.7575,-3.9248,0.4254,-6.5505,4.7045,-6.8416,5.4663,1.4294,6.8262,4.8794,6.4817,-7.5018,-7.6433,-8.0889,-5.6436,4.7028,-9.2173,-7.6083,-5.0153,0.2068,-4.1177,8.2289,-1.2965,1.3796,-5.6534,5.4852,1.9614,7.5976,8.1591,-1.0905,1.7767,-1.1223,9.2658,6.8919,-4.0711,-3.5486,-1.0808,0.7671,-7.5253,6.5361,-9.1601,1.1424,2.8143,-6.4656,-5.3343,3.5638,6.6311,-4.6636,3.2013,5.4193,0.5601,9.4236,-2.6786,0.1103,-4.0685,9.6068,5.7876,-4.0582,2.0963,5.6375,-4.9236,6.1578,6.1957,-9.9099,0.5205,-6.2861,-5.3060,5.1181,-3.4167,-2.1545,-1.5901,-3.4880,-1.8589,7.1685,1.2005,4.9268,3.5247,9.7440,-5.2579,5.1796,-5.5341,-1.4782,1.1047,-5.4293,0.3221,-9.7069,8.0431,-7.3201,7.5743,-5.2019,0.4963,-1.1417,0.7731,7.2720,2.7877,7.8022,-5.0353,7.1066,2.5164,-3.2775,-8.1604,-1.4618,-0.5642,-3.8435,9.3084,8.9117,-7.7771,-0.7169,9.1195,-7.5662,5.6384,4.1025,7.1363,7.8266,-9.6134,-2.6843,4.2633,3.5634,7.0827,-6.3484,3.8914,5.0011,0.7901,-9.3019,-4.8658,-7.5967,-0.5034,7.8290,5.8392,8.2243,2.6824,-7.2305,0.4885,5.4080,-4.6136,1.9887,-0.0265,6.8582,-2.6863
-9.0295,-6.2651,7.4600,-5.2582,-7.3507,-4.2258,8.0084,6.8991,-0.2515,3.5986,-0.4054,2.3819,7.0655,2.7216,-7.3004,9.3416,4.2565,-9.0446,1.9487,-8.3944,-9.7037,-2.2212,8.6045,-7.9089,1.3849,-3.9613,2.3503,-4.4667,9.8820,-8.8753,-7.2742,2.1206,-6.3403,7.1148,3.1423,-6.0166,-0.1275,6.5703,-4.6205,-0.1839,-1.5281,-2.1662,9.7361,-8.2772,9.4492,3.8188,-1.9643,7.7878,1.1656,-5.8816,7.4474,-9.4081,4.7475,-1.5317,-1.7840,-2.2794,-0.6169,7.2576,-5.5818,1.9815,6.1456,4.8722,-6.2071,-1.8759,0.7056,-4.8289,7.6800,-7.9952,-6.9505,3.0054,7.1430,-9.7336,-3.9930,6.4033,-5.7969,-6.4391,6.5502,9.6141,2.6398,4.6546,-2.3006,9.5077,8.4179,-0.3284,-5.4674,2.5343,-1.0469,1.4571,-0.5752,6.5209,0.5921,-3.4021,-1.9317,1.9316,-6.0651,-9.9535,-0.6553,5.7415,1.7412,6.0890,4.6675,9.2028,1.2119,-8.9102,1.3034,-0.9939,-8.0388,-7.9034,-2.0354,7.8457,-5.1003,-3.3737,-1.6926,4.1344,5.0963,5.4508,0.6619,-1.3640,-4.4729,6.5814,5.2954,2.3298,9.1690,8.7512,-0.3915,4.8252,0.1891,0.8878,-8.9937,3.9884,-0.2055,3.5153,6.6843,-4.4155,0.9328,-7.4270,7.5084,1.4994,5.7344,9.6049,7.5082,-4.7096,3.8150,-6.0492,4.8682,2.6208,9.0049,0.9720,-4.3270,-4.7203,7.6156,-3.4362,-4.6196,-2.5669,-6.4719,0.6980,-7.7340,2.4487,6.8777,-6.1442,-0.7583,-7.7482,2.4824,-0.3587,-7.3343,0.0910,9.4204,-4.0188,-6.5380,-1.0116,7.8752,-4.8839,-3.6622,9.9952,4.7528,-1.3278,8.8039,-0.8686,9.3522,5.9646,-2.2139,3.9574,-8.0689,-4.0466,2.6579,-9.6247,2.7780,-8.0812,3.9631,8.5024,6.8080,-1.4195,-2.0075,-4.5860,1.2095,7.6314,5.1383,9.0972,2.0559,-0.9714
-8.7534,6.2413,-7.0368,3.0566,-8.9689,-0.4986,-2.6039,-6.3900,4.4464,-8.1617,1.2923,1.5090,-5.9685,2.8469,-5.9393,7.5328,0.3344,7.5191,-8.8997,-9.0705,-5.5090,3.1271,-2.0714,-8.2498,-8.9584,-0.9521,6.7639,2.3696,-0.3188,1.1379,-5.8458,4.9952,9.2567,7.5718,-2.7979,1.8926,7.3499,1.3720,-5.1975,4.5671,-4.8042,2.9816,-3.6561,-3.7974,-7.9182,-8.1527,7.1562,-4.4095,-3.4142,4.5924,0.5871,5.4230,-3.4165,9.7317,-7.3292,8.1305,-0.3615,-0.5123,-1.8909,1.6305,-6.0165,5.7487,-5.3326,-5.9293,3.4955,-7.9936,-6.3646,6.9904,-4.4584,-9.0062,-2.1270,-4.4739,5.9078,-9.1111,5.2995,-7.3811,-6.7479,0.9791,5.3325,-0.8124,-4.4257,-4.3323,-8.4077,8.5246,9.6648,-7.6089,-0.7910,-1.9768,3.8501,5.8081,-0.1357,-0.3412,2.4170,-2.8492,7.0575,5.4520,7.3117,-8.7241,-8.6407,-8.4928,-3.8860,4.9507,4.9085,-1.2608,-6.1836,-3.3010,9.5435,9.3919,0.7624,-0.7475,6.3858,9.7455,5.5186,-5.8901,-1.8985,4.6845,3.8317,1.9440,7.9338,-8.7896,-2.1971,-7.5937,4.6550,-5.6291,9.0346,-7.5378,-5.2613,7.1550,-3.6171,-2.2592,-3.4092,-6.4440,-4.2846,-1.3280,-7.6603,2.0041,8.7464,1.2765,6.6175,5.3259,3.6624,0.8077,5.2181,7.8612,-4.3973,1.5305,-9.9766,-0.0232,-6.5781,5.1452,-6.2950,9.7225,2.2223,-6.4981,-8.9525,0.4172,0.9363,-0.3875,-8.5604,7.7861,-5.9729,-2.6111,5.3836,2.0099,-0.1833,-7.4605,5.4237,-7.9886,6.9275,6.9760,0.0618,-9.2353,1.8474,8.9678,9.7233,3.0662,3.7790,-0.5990,-6.2442,-2.2351,-5.2992,-2.9382,-0.0068,-6.8323,-6.6246,5.3489,-3.5997,7.4623,-0.1067,-6.3943,6.5659,8.3678,5.0438,5.1393,-6.2583,1.8641,-8.2841,-2.9976,4.8329,1.6848
7.5603,3.8253,-1.5332,-4.9663,10.8345,0.8453,-9.2528,7.4866,-9.0668,-3.4527,-8.3897,-3.5313,6.6929,7.0813,-2.0801,-9.5876,-2.3235,9.2020,-9.3018,-0.1517,-6.0473,9.2664,-4.2191,3.7596,-7.9680,-2.7469,5.8039,-5.3824,7.2091,4.4303,5.7594,-3.1599,3.4270,1.2844,-4.6124,-7.1610,-7.8342,1.0019,9.0709,-4.9948,4.3106,2.9746,-8.7310,7.4584,9.9425,6.1442,1.7969,5.8880,-8.4702,3.2201,-5.6349,4.4902,-6.7817,-7.8205,-9.7759,-1.8658,0.2826,-4.2406,-3.5985,5.8120,7.5812,-4.3504,8.3663,-5.1097,-7.3926,-3.6747,-1.3705,-4.1016,2.7948,-2.0897,-2.9061,-8.5513,7.8151,2.2279,6.1964,-5.7605,-7.4126,-8.6709,-3.7868,6.6490,-7.3697,8.1663,4.3715,-2.1367,1.5346,-2.8615,4.4140,0.6451,-2.3202,-2.0868,1.0648,-4.1454,5.7650,9.3086,5.6460,4.2053,-5.6929,-7.9535,-5.3328,-3.3830,1.4009,-3.7885,-2.4108,0.2661,8.0841,-1.7027,-0.2770,-6.0997,7.9888,-8.9789,3.0148,-3.4787,4.2229,-1.6450,6.2006,-9.9195,-8.2091,-3.9964,-9.5610,-1.0632,-1.0800,1.3511,3.4392,5.2122,-8.9637,-7.4479,9.9838,-9.6378,2.7559,7.9834,-9.8479,5.9415,7.1388,7.6684,5.7039,4.8591,3.5956,-0.2523,-7.1028,7.3768,1.4942,-8.5501,9.6856,3.6689,-9.5615,-7.6511,5.4277,4.1267,-4.1494,9.1915,-1.2988,-5.2712,4.7629,0.6635,2.0128,-2.5047,-5.9948,-7.6140,-0.0275,8.5133,9.5072,6.3036,4.4731,6.5885,6.1616,4.7784,8.3649,-9.6557,0.5693,-5.5743,3.2611,-3.7865,8.7813,6.6329,9.1479,2.7535,4.5443,-4.4134,-1.7250,-6.8314,-2.5599,-9.6620,3.0962,5.5508,3.8550,-7.7922,3.8036,-9.3598,-8.3339,3.9669,-1.2084,6.0059,0.4360,6.2098,-2.7186,9.8601,-4.1235,-4.2866,-5.6242,8.3482
7.1847,0.2579,0.0140,-1.8909,-2.9196,3.7795,-0.5872,8.7087,-2.0430,-4.1520,-4.5534,1.1045,1.6509,8.8103,-1.6053,-3.2207,5.4440,0.2898,-8.7063,3.1660,-7.3591,-2.1408,1.4137,-9.3337,-2.1547,-9.5753,8.4600,4.2223,-0.0962,8.7739,-4.1238,-4.8120,-1.1633,-9.8398,1.4565,-5.6192,6.3257,-8.1326,-4.2432,-3.0800,9.0162,-7.5127,7.1391,5.9553,4.0855,0.8271,4.6320,9.0306,7.9636,7.0327,-5.1288,2.5991,7.5842,-0.6782,-7.9500,0.2393,2.7552,6.2462,-7.9961,9.8204,9.2163,5.8568,6.2730,-3.8790,8.4942,-0.1135,6.0446,8.1713,-7.9182,5.3062,1.5268,-8.7345,6.1962,-1.9596,-6.8623,2.0480,-1.5124,3.1924,-7.9215,-9.6180,3.7466,-2.7638,-6.6849,4.8963,-5.4166,-2.9238,-4.2503,-0.5234,-8.6974,-7.3960,-8.5104,4.5860,-8.7116,6.6030,5.0434,-4.2582,-4.2510,-0.3186,-1.1177,6.9797,5.4183,4.0499,0.8323,-5.7980,7.4425,-8.6118,-6.5318,-8.2656,1.9507,-7.2532,-0.5900,-4.6529,8.6951,-9.7528,3.4084,5.0585,0.0846,9.3077,-6.7607,-7.3430,-6.2084,5.8154,6.8221,-0.2675,-6.8447,9.9364,-4.9489,5.8423,9.4980,-3.4507,-1.0650,8.6163,0.3406,1.4659,-2.7784,4.6901,-4.6746,-9.2877,4.2556,1.9604,3.2934,9.3311,3.0581,8.5388,7.1999,-8.9212,-1.1585,-3.9018,-0.6936,-5.6669,-2.8371,-8.7708,-8.8899,9.7296,-8.0865,-9.9439,0.3639,3.9874,9.3934,-4.2304,6.8552,-0.8418,-6.9375,6.3079,-0.7091,-5.6995,-4.7105,2.7313,-0.4656,9.4536,-9.0825,-3.7990,-6.0038,-6.7974,-0.0608,8.4882,6.2225,-9.4425,-9.4026,8.2780,0.5598,1.9906,-5.8337,-3.8342,0.5552,8.3511,1.1142,-4.7500,5.2603,0.9660,1.3906,-8.7413,9.6295,-0.2520,3.2819,-9.8588,9.1701,2.5843,2.5454,9.8192
0.9396,-4.2513,6.8629,-6.3297,8.5364,-8.2730,-1.8070,-2.6125,-6.4359,-9.9776,-2.6317,9.0147,-5.6867,-0.1071,-5.1388,-5.8786,8.1266,3.1497,6.3833,-8.0017,1.8722,9.6321,-8.5780,-8.6468,4.0081,6.6716,-1.2609,-2.4629,1.3570,-2.8884,8.7659,-2.2496,7.2468,-7.6512,-9.3756,2.1780,-8.9802,-7.9635,-8.9704,-8.9444,1.0091,1.6195,0.7413,-2.2780,7.2179,2.7740,-6.7920,-1.7443,-6.1523,1.1183,2.3553,7.5494,-7.6437,8.8723,-0.5621,-7.2654,4.9334,-2.0520,4.8981,3.8343,6.7265,-2.4608,-8.6754,-7.2395,-8.0130,8.7412,-0.8533,8.9435,7.5677,-7.5493,-5.1958,1.3300,-1.4490,-3.2179,4.3274,-0.3073,9.8115,-6.4925,-4.4685,-4.1552,-0.5453,9.0233,-2.8799,7.7997,5.8844,-5.4237,9.3555,-7.3864,7.0467,5.8644,-4.9052,-4.2487,2.4016,5.9425,-2.0872,9.4714,5.8763,-1.5186,-2.0497,9.4766,-0.3837,1.8119,-0.0251,-3.6269,-8.2299,1.8096,-9.1519,6.3757,4.1030,7.4871,-8.1748,-2.1459,-2.1504,8.5007,9.6744,-8.7340,-3.4484,1.2144,-8.1178,-9.8739,4.9833,-2.8783,-3.1440,-9.1558,0.6829,9.7328,-5.2506,9.1298,-5.7860,9.2450,4.5310,-6.6350,0.3609,0.2651,1.8047,-2.1708,-5.5464,3.3598,-1.8078,4.5374,2.9858,-4.0613,-9.0001,-0.2126,3.5418,9.8581,0.6844,-9.8803,-4.7161,-9.5163,0.8681,-1.9337,3.8265,-4.5073,4.8177,-6.0929,3.7884,9.1026,-2.8869,0.8834,2.1629,-0.6650,3.5994,1.2941,-7.5583,5.1297,4.0088,-9.1202,2.5739,-9.9668,7.5690,2.0396,-4.3052,-0.2984,-9.6335,-8.9552,-3.6134,-5.2914,-2.6754,-2.9908,1.5907,-3.9041,-1.0783,7.6598,9.0244,-9.7024,1.8379,5.4413,-1.7178,-9.7349,-2.9111,7.6178,5.8780,-7.0240,5.1817,2.6215,-1.5261,-5.7618,-8.3026,3.6787
9.0069,9.7024,6.3730,-6.3280,-1.4488,8.5029,-4.6435,-7.6826,-3.5926,3.2060,-3.8520,-7.0776,-0.8777,-8.0155,1.1247,-1.4831,-1.9770,-2.8709,-3.6660,2.7551,4.7420,-3.5154,4.8767,8.1668,-5.8468,6.8958,-8.3087,-3.7058,-9.0789,6.2082,7.2462,-7.4966,4.6270,2.6594,1.7460,0.6801,0.7247,-7.3027,-9.2890,7.6206,0.0860,1.4679,-5.0308,2.3170,-6.4373,7.4002,0.3540,8.5142,-2.1412,-6.7854,1.1310,-3.5016,-7.6094,4.3969,-8.0002,6.2997,-4.5641,-9.2599,0.1567,-4.0490,-0.1006,3.8921,-0.9386,9.0359,1.0630,-1.0725,-4.1540,7.3435,-6.6217,-5.8224,-6.1262,-1.0611,1.1448,9.1547,-6.2538,9.1416,8.1840,-1.1859,-9.2472,2.7249,3.5017,-8.4498,4.8598,-4.2090,3.4003,2.4594,3.3637,-8.2107,8.4090,0.5126,-2.8942,-3.3227,9.4714,3.9262,-1.1238,4.0176,-2.4962,2.1135,-8.5651,-2.5303,-8.5176,-0.2253,1.1753,-3.6043,0.6897,8.7825,9.8816,1.0232,-6.3554,-8.0554,2.1047,-0.2450,0.5720,-4.9152,7.9849,3.0390,7.6240,8.2315,8.7929,9.4222,-9.0700,-5.9363,-9.4232,-3.9279,6.7206,1.2670,5.6331,3.5646,8.4588,-5.0965,3.8576,-9.2345,3.3457,5.5630,-1.1245,-8.2562,0.0524,-5.5991,8.8157,3.9642,-4.2836,9.4943,-1.8348,7.4915,2.0799,7.8634,-0.7086,4.6082,-2.1000,-5.6912,-7.7426,8.9600,-9.0190,6.1465,7.1748,6.8200,7.5925,-5.8679,-8.4451,-2.5266,0.7284,-7.1517,7.1707,3.8526,5.0969,-2.7537,2.6920,-5.0622,-3.6343,-6.7390,0.7401,-3.0009,3.5566,9.2916,4.6178,-7.0627,7.7494,9.1691,2.4989,-5.7401,-4.0854,5.6033,-7.7325,-4.5460,3.3750,-1.0004,-1.0726,9.1401,-7.8877,9.7430,-8.1939,4.9604,-2.5924,-0.2398,-2.5414,-1.1303,6.4547,-1.4374,1.4731,-8.2568
2.6657,-1.1232,7.8625,4.0258,-3.3224,1.7571,6.9098,-9.6274,5.2572,0.5972,-2.0647,-0.5208,-0.5174,-3.3190,0.7848,1.2589,1.2662,-0.9820,-1.7158,2.9906,4.3742,-2.6646,-7.2533,5.6042,9.2200,-5.6409,4.8995,-4.9472,-7.0509,-7.3101,2.1098,-5.0399,8.7349,1.4160,2.8249,7.6771,-9.2659,-1.4929,2.8009,2.2736,-8.9093,2.3278,9.1124,9.4859,7.4128,6.9403,1.3374,-1.8682,7.4957,-7.6258,-3.4136,8.8744,6.5623,-1.4516,-0.9696,-7.3532,-7.9844,-9.1641,3.2134,2.3324,0.4164,-7.2839,4.7834,-1.7531,8.6684,4.0006,-3.1311,4.2618,-7.4373,4.4552,5.2968,8.6041,-9.5883,1.6164,-6.1658,-2.6344,-0.3265,5.8314,-6.2978,2.6813,-4.1623,3.8339,-3.3311,-5.9515,1.5118,-6.9433,-7.1061,2.3587,-1.5426,9.2253,-3.2272,-8.4216,3.8655,7.4538,-8.7520,-4.8897,4.9201,2.4476,9.5664,2.9550,6.5803,6.8868,-7.0310,-5.3211,6.2575,3.0192,-6.0008,-2.0527,8.9607,-3.1895,-8.0307,-5.1639,-3.7066,0.9188,-4.8938,0.7795,4.8598,4.1937,-4.0987,8.4472,-0.7801,-3.2717,-0.0211,-9.6666,2.8126,7.0471,6.9555,3.3964,-8.9575,-1.3801,-8.3495,-0.3979,-7.2910,-3.9559,1.8244,8.0053,8.3302,2.3955,-0.6611,4.7291,3.0872,-3.4789,-8.2418,1.6989,9.7779,-4.0500,8.1746,2.9511,-8.0213,5.4830,-1.5923,-1.2962,7.6722,6.8547,-2.9485,0.7138,0.2968,7.0911,1.0374,-8.3303,4.9689,-4.5150,2.9799,-5.3134,8.4665,-6.9697,8.1180,-4.0539,-7.8079,-0.9732,3.2936,5.6231,-4.8519,-0.6169,5.3300,-3.4714,-5.4619,5.3264,-8.6216,-4.8996,-6.4485,-8.5065,-5.8693,-0.3707,3.3775,-7.7741,-7.2242,8.0510,0.3929,-9.4815,-6.1131,-9.3239,-7.4558,-5.7260,9.2712,0.0305,-2.1034,-9.4322,1.4216,-6.1267
-1.2985,3.1918,-3.0546,-7.6477,4.0007,-8.2174,1.7152,4.9662,0.0681,0.0831,-3.0113,-8.3129,-8.5387,0.2190,0.0317,1.3174,-4.1576,-6.4331,-7.4906,4.1079,3.2310,-1.7590,7.7624,8.2169,-5.9638,1.5591,8.6444,3.7801,2.4135,-2.0856,-4.2048,3.9704,7.3849,0.8410,-3.6566,1.5811,8.1296,-0.2158,7.3844,3.6296,8.8894,-0.1532,0.6909,6.2839,-9.2189,3.7998,3.9842,-3.5948,4.9394,-2.1752,-2.7044,-1.7074,-5.5581,-0.2841,-1.6910,-1.4986,-7.7326,-4.4444,-9.4029,-8.3912,-1.7192,-4.8905,7.6326,5.0166,-3.1630,4.5824,-9.1108,-9.7088,-5.9458,-1.1778,-3.2672,-3.9856,1.8050,7.0089,-1.9403,-2.3569,6.7161,-7.9109,0.5423,-7.9379,-4.4488,-6.0184,9.0084,7.1178,7.3461,-4.3267,-3.3000,-8.4428,7.3852,0.9927,-4.9735,9.6563,9.7636,8.4519,-4.9641,1.4741,5.8895,-8.6496,-8.8254,-8.6738,6.6240,-7.4125,5.3011,-5.7930,-6.7887,8.6344,6.3265,0.6914,2.2902,7.9589,1.7355,-7.4876,-4.8971,9.1560,5.1166,7.3276,1.7875,-3.7582,0.1162,1.4251,-6.4292,-3.9735,-6.7878,-4.5175,4.3255,6.1699,4.8783,-2.7230,4.3495,-7.1182,6.8399,-4.4430,-4.7265,-1.3056,9.4230,-4.1869,-2.1201,-5.0568,-0.5758,0.9176,6.3433,7.7042,-6.1373,9.7106,-9.2184,1.9321,-6.3463,-2.1704,3.3529,-8.0864,-4.2544,-3.9468,-8.2591,7.4049,-0.1144,8.6479,4.9225,-5.3455,-8.0188,9.2260,4.9923,-6.4539,-8.5822,-8.4470,-8.9392,3.9562,-5.7031,8.7876,8.6999,-8.1575,-4.2451,-6.6578,-5.9124,3.9807,-6.0204,-5.5141,-5.6446,-8.4157,-1.8147,0.7196,8.8085,4.4270,-1.2085,4.0045,4.4743,-7.5567,5.9817,-2.5442,0.9372,-7.7925,-9.1726,-3.6136,-4.1343,-3.0364,-1.6905,-0.7273,2.7104,5.4813,-3.9594,7.8629
